well;ID;sample;dominant_family;percentage;reads_spikein;reads
I23-1330-L23_S1929_R1_001;I23-1330-L23;sample;Weeksellaceae;62,96;27;251
I23-1330-L24_S1945_R1_001;I23-1330-L24;sample;Burkholderiaceae;88,5;374;3619
I23-1330-M01_S1578_R1_001;I23-1330-M01;sample;Microbacteriaceae;11,76;17;444
I23-1330-M02_S1594_R1_001;I23-1330-M02;sample;Flavobacteriaceae;19,57;2995;51227
I23-1330-M03_S1610_R1_001;I23-1330-M03;sample;Pseudomonadaceae;65,26;285;2966
I23-1330-M04_S1626_R1_001;I23-1330-M04;sample;Pseudomonadaceae;39,31;3065;31110
I23-1330-M05_S1642_R1_001;I23-1330-M05;sample;Xanthomonadaceae;69,16;4309;60274
I23-1330-M06_S1658_R1_001;I23-1330-M06;sample;Pseudomonadaceae;85,61;139;1588
I23-1330-M07_S1674_R1_001;I23-1330-M07;sample;Micrococcaceae;9,9;3515;35150
I23-1330-M08_S1690_R1_001;I23-1330-M08;sample;Streptomycetaceae;53,86;6623;72060
I23-1330-M09_S1706_R1_001;I23-1330-M09;sample;Xanthomonadaceae;55,56;36;628
I23-1330-M10_S1722_R1_001;I23-1330-M10;sample;Bacillaceae;90,47;7842;129398
I23-1330-M11_S1738_R1_001;I23-1330-M11;sample;Bacillaceae;56;75;1164
I23-1330-M12_S1754_R1_001;I23-1330-M12;sample;Intrasporangiaceae;4,39;9257;93355
I23-1330-M13_S1770_R1_001;I23-1330-M13;sample;Micrococcaceae;78,77;405;5629
I23-1330-M14_S1786_R1_001;I23-1330-M14;sample;Bacillaceae;89,62;9378;142183
I23-1330-M15_S1802_R1_001;I23-1330-M15;sample;Micrococcaceae;78,74;856;11449
I23-1330-M16_S1818_R1_001;I23-1330-M16;sample;Microbacteriaceae;23,44;2811;30970
I23-1330-M17_S1834_R1_001;I23-1330-M17;sample;Micrococcaceae;15,13;2142;22452
I23-1330-M18_S1850_R1_001;I23-1330-M18;sample;Xanthomonadaceae;22,96;453;4479
I23-1330-M19_S1866_R1_001;I23-1330-M19;sample;Rhizobiaceae;87,13;5990;75909
I23-1330-M20_S1882_R1_001;I23-1330-M20;sample;Micrococcaceae;24,55;1002;11308
I23-1330-M21_S1898_R1_001;I23-1330-M21;sample;Pseudomonadaceae;81,28;1752;15582
I23-1330-M22_S1914_R1_001;I23-1330-M22;sample;Microbacteriaceae;32,78;6799;112603
I23-1330-M23_S1930_R1_001;I23-1330-M23;sample;Alcaligenaceae;59,69;1337;14340
I23-1330-M24_S1946_R1_001;I23-1330-M24;sample;Micrococcaceae;27,93;426;5252
I23-1330-N01_S1579_R1_001;I23-1330-N01;sample;Micrococcaceae;87,2;8930;126684
I23-1330-N02_S1595_R1_001;I23-1330-N02;sample;Micrococcaceae;50;720;6489
I23-1330-N03_S1611_R1_001;I23-1330-N03;sample;Pseudomonadaceae;88,66;4859;59704
I23-1330-N04_S1627_R1_001;I23-1330-N04;sample;Micrococcaceae;35,11;524;5401
I23-1330-N05_S1643_R1_001;I23-1330-N05;sample;Pseudomonadaceae;61,38;725;8455
I23-1330-N06_S1659_R1_001;I23-1330-N06;sample;Pseudomonadaceae;50,64;5667;73942
I23-1330-N07_S1675_R1_001;I23-1330-N07;sample;Pseudomonadaceae;80,41;97;920
I23-1330-N08_S1691_R1_001;I23-1330-N08;sample;Enterobacteriaceae;89,66;116;1584
I23-1330-N09_S1707_R1_001;I23-1330-N09;sample;Pseudomonadaceae;80,16;6608;82633
I23-1330-N10_S1723_R1_001;I23-1330-N10;sample;Enterobacteriaceae;78,35;448;6520
I23-1330-N11_S1739_R1_001;I23-1330-N11;sample;Micrococcaceae;18,71;4592;61267
I23-1330-N12_S1755_R1_001;I23-1330-N12;sample;Enterobacteriaceae;93,73;271;2812
I23-1330-N13_S1771_R1_001;I23-1330-N13;sample;Micrococcaceae;29,17;5801;83185
I23-1330-N14_S1787_R1_001;I23-1330-N14;sample;Comamonadaceae;62,03;5891;81109
I23-1330-N15_S1803_R1_001;I23-1330-N15;sample;Microbacteriaceae;30,35;4175;57892
I23-1330-N16_S1819_R1_001;I23-1330-N16;sample;Micrococcaceae;45,82;9921;134384
I23-1330-N17_S1835_R1_001;I23-1330-N17;sample;Microbacteriaceae;16,11;9808;141069
I23-1330-N18_S1851_R1_001;I23-1330-N18;sample;Burkholderiaceae;31,25;16;215
I23-1330-N19_S1867_R1_001;I23-1330-N19;sample;Pseudomonadaceae;60,1;5013;74167
I23-1330-N20_S1883_R1_001;I23-1330-N20;sample;Pseudomonadaceae;52,46;7108;100367
I23-1330-N21_S1899_R1_001;I23-1330-N21;sample;Pseudomonadaceae;71,77;542;5436
I23-1330-N22_S1915_R1_001;I23-1330-N22;sample;Pseudomonadaceae;56,86;3639;57114
I23-1330-N23_S1931_R1_001;I23-1330-N23;sample;Pseudomonadaceae;57,89;304;2375
I23-1330-N24_S1947_R1_001;I23-1330-N24;sample;0;0;0;66
I23-1330-O01_S1580_R1_001;I23-1330-O01;sample;Alcaligenaceae;18,18;66;777
I23-1330-O02_S1596_R1_001;I23-1330-O02;sample;Methylobacteriaceae;84,81;1152;11886
I23-1330-O03_S1612_R1_001;I23-1330-O03;sample;Enterobacteriaceae;16,67;24;375
I23-1330-O04_S1628_R1_001;I23-1330-O04;sample;Xanthomonadaceae;46,05;354;3426
I23-1330-O05_S1644_R1_001;I23-1330-O05;sample;Alcaligenaceae;84,21;38;489
I23-1330-O06_S1660_R1_001;I23-1330-O06;sample;Deinococcaceae;27,6;366;3355
I23-1330-O07_S1676_R1_001;I23-1330-O07;sample;Sphingobacteriaceae;17,46;63;1189
I23-1330-O08_S1692_R1_001;I23-1330-O08;sample;Burkholderiaceae;83,33;6;153
I23-1330-O09_S1708_R1_001;I23-1330-O09;sample;Alcaligenaceae;46,87;719;6352
I23-1330-O10_S1724_R1_001;I23-1330-O10;sample;Rhizobiaceae;35,34;232;3227
I23-1330-O11_S1740_R1_001;I23-1330-O11;sample;Alcaligenaceae;55,56;9;274
I23-1330-O12_S1756_R1_001;I23-1330-O12;sample;Burkholderiaceae;84,87;542;5111
I23-1330-O13_S1772_R1_001;I23-1330-O13;sample;Xanthomonadaceae;61,67;4125;47567
I23-1330-O14_S1788_R1_001;I23-1330-O14;sample;Pseudomonadaceae;81,06;829;15113
I23-1330-O15_S1804_R1_001;I23-1330-O15;sample;Xanthomonadaceae;62,5;8474;99638
I23-1330-O16_S1820_R1_001;I23-1330-O16;sample;Comamonadaceae;37,76;7696;101499
I23-1330-O17_S1836_R1_001;I23-1330-O17;sample;Xanthomonadaceae;45,55;595;6791
I23-1330-O18_S1852_R1_001;I23-1330-O18;sample;Microbacteriaceae;84,86;621;6760
I23-1330-O19_S1868_R1_001;I23-1330-O19;sample;Xanthomonadaceae;73,13;67;965
I23-1330-O20_S1884_R1_001;I23-1330-O20;sample;Microbacteriaceae;9,1;6832;102334
I23-1330-O21_S1900_R1_001;I23-1330-O21;sample;Enterobacteriaceae;73,87;111;966
I23-1330-O22_S1916_R1_001;I23-1330-O22;sample;Boseaceae;21,33;4722;71716
I23-1330-O23_S1932_R1_001;I23-1330-O23;sample;0;0;19;258
I23-1330-O24_S1948_R1_001;I23-1330-O24;sample;Microbacteriaceae;9,36;8855;117151
I23-1330-P01_S1581_R1_001;I23-1330-P01;sample;Pseudomonadaceae;41,55;3851;53460
I23-1330-P02_S1597_R1_001;I23-1330-P02;sample;0;0;0;93
I23-1330-P03_S1613_R1_001;I23-1330-P03;sample;Micrococcaceae;26,87;1868;21643
I23-1330-P04_S1629_R1_001;I23-1330-P04;sample;0;0;2;163
I23-1330-P05_S1645_R1_001;I23-1330-P05;sample;Microbacteriaceae;19,51;2143;28365
I23-1330-P06_S1661_R1_001;I23-1330-P06;sample;Microbacteriaceae;41,73;7864;104601
I23-1330-P07_S1677_R1_001;I23-1330-P07;sample;Xanthomonadaceae;82,9;1088;9910
I23-1330-P08_S1693_R1_001;I23-1330-P08;sample;Pseudomonadaceae;73,93;1220;12401
I23-1330-P09_S1709_R1_001;I23-1330-P09;sample;Microbacteriaceae;17,08;2243;28634
I23-1330-P10_S1725_R1_001;I23-1330-P10;sample;Rhizobiaceae;19,63;4412;67310
I23-1330-P11_S1741_R1_001;I23-1330-P11;sample;Micrococcaceae;25;148;1891
I23-1330-P12_S1757_R1_001;I23-1330-P12;sample;Sphingobacteriaceae;3,49;5707;56234
I23-1330-P13_S1773_R1_001;I23-1330-P13;sample;Pseudomonadaceae;67,51;671;9229
I23-1330-P14_S1789_R1_001;I23-1330-P14;sample;Microbacteriaceae;16,21;3436;43905
I23-1330-P15_S1805_R1_001;I23-1330-P15;sample;Pseudomonadaceae;44,15;3991;43899
I23-1330-P16_S1821_R1_001;I23-1330-P16;sample;Pseudomonadaceae;61,34;4736;59811
I23-1330-P17_S1837_R1_001;I23-1330-P17;sample;Enterobacteriaceae;90,01;2703;27713
I23-1330-P18_S1853_R1_001;I23-1330-P18;sample;Microbacteriaceae;19,75;5443;56494
I23-1330-P19_S1869_R1_001;I23-1330-P19;sample;Enterobacteriaceae;83,9;1037;14542
I23-1330-P20_S1885_R1_001;I23-1330-P20;sample;Microbacteriaceae;20,79;4686;68585
I23-1330-P21_S1901_R1_001;I23-1330-P21;sample;Pseudomonadaceae;88,67;5783;72743
I23-1330-P22_S1917_R1_001;I23-1330-P22;sample;Microbacteriaceae;8,19;3138;49462
I23-1330-P23_S1933_R1_001;I23-1330-P23;sample;Burkholderiaceae;84,17;3872;43798
I23-1330-P24_S1949_R1_001;I23-1330-P24;sample;Micrococcaceae;22,77;2920;31079
I23-1331-A01_S1950_R1_001;I23-1331-A01;postive;Hominidae;3,3;17288;216206
I23-1331-A02_S1966_R1_001;I23-1331-A02;negative ;Bacillaceae;16,67;12;216
I23-1331-A03_S1982_R1_001;I23-1331-A03;sample;Microbacteriaceae;18,6;4108;42113
I23-1331-A04_S1998_R1_001;I23-1331-A04;sample;Mycobacteriaceae;12,16;148;1582
I23-1331-A05_S2014_R1_001;I23-1331-A05;sample;Burkholderiaceae;86,98;1114;12610
I23-1331-A06_S2030_R1_001;I23-1331-A06;sample;Xanthomonadaceae;33,33;3;214
I23-1331-A07_S2046_R1_001;I23-1331-A07;sample;Microbacteriaceae;8,59;11428;127463
I23-1331-A08_S2062_R1_001;I23-1331-A08;sample;Bradyrhizobiaceae;33,33;6;201
I23-1331-A09_S2078_R1_001;I23-1331-A09;sample;Microbacteriaceae;20,33;14778;164901
I23-1331-A10_S2094_R1_001;I23-1331-A10;sample;Micrococcaceae;25;4;235
I23-1331-A11_S2110_R1_001;I23-1331-A11;sample;Enterobacteriaceae;45,45;22;459
I23-1331-A12_S2126_R1_001;I23-1331-A12;sample;Xanthomonadaceae;55,32;94;1061
I23-1331-A13_S2142_R1_001;I23-1331-A13;sample;Pseudomonadaceae;84,76;1063;8636
I23-1331-A14_S2158_R1_001;I23-1331-A14;sample;Propionibacteriaceae;14,29;7;360
I23-1331-A15_S2174_R1_001;I23-1331-A15;sample;Alcaligenaceae;83,08;201;2354
I23-1331-A16_S2190_R1_001;I23-1331-A16;sample;Rhizobiaceae;32,15;815;10138
I23-1331-A17_S2206_R1_001;I23-1331-A17;sample;Pseudonocardiaceae;50;2;207
I23-1331-A18_S2222_R1_001;I23-1331-A18;sample;Comamonadaceae;15,95;9921;101891
I23-1331-A19_S2238_R1_001;I23-1331-A19;sample;Microbacteriaceae;20,64;6096;61416
I23-1331-A20_S2254_R1_001;I23-1331-A20;sample;Comamonadaceae;39,59;9865;119028
I23-1331-A21_S2270_R1_001;I23-1331-A21;sample;Pseudomonadaceae;49,59;242;2129
I23-1331-A22_S2286_R1_001;I23-1331-A22;sample;Comamonadaceae;24,12;1675;21048
I23-1331-A23_S2302_R1_001;I23-1331-A23;sample;Alcaligenaceae;46,77;3496;37287
I23-1331-A24_S2318_R1_001;I23-1331-A24;sample;Enterobacteriaceae;47,91;670;6246
I23-1331-B01_S1951_R1_001;I23-1331-B01;postive;Hominidae;3,31;13690;178905
I23-1331-B02_S1967_R1_001;I23-1331-B02;negative ;Pseudomonadaceae;25;4;222
I23-1331-B03_S1983_R1_001;I23-1331-B03;sample;Pseudomonadaceae;86,21;9325;105871
I23-1331-B04_S1999_R1_001;I23-1331-B04;sample;Microbacteriaceae;8,33;48;545
I23-1331-B05_S2015_R1_001;I23-1331-B05;sample;Pseudomonadaceae;85,57;1351;17838
I23-1331-B06_S2031_R1_001;I23-1331-B06;sample;Streptomycetaceae;87,76;6959;80054
I23-1331-B07_S2047_R1_001;I23-1331-B07;sample;Bacillaceae;82,53;5541;58905
I23-1331-B08_S2063_R1_001;I23-1331-B08;sample;Xanthomonadaceae;40,3;1598;13382
I23-1331-B09_S2079_R1_001;I23-1331-B09;sample;Erwiniaceae;29,03;9900;121447
I23-1331-B10_S2095_R1_001;I23-1331-B10;sample;Comamonadaceae;56,29;4512;51230
I23-1331-B11_S2111_R1_001;I23-1331-B11;sample;Pseudomonadaceae;85,02;4868;58008
I23-1331-B12_S2127_R1_001;I23-1331-B12;sample;Comamonadaceae;37,42;3316;34050
I23-1331-B13_S2143_R1_001;I23-1331-B13;sample;Bacillaceae;3,95;5741;70226
I23-1331-B14_S2159_R1_001;I23-1331-B14;sample;Comamonadaceae;31,64;1846;17133
I23-1331-B15_S2175_R1_001;I23-1331-B15;sample;Xanthomonadaceae;13,88;1491;15742
I23-1331-B16_S2191_R1_001;I23-1331-B16;sample;Comamonadaceae;33,2;3780;47547
I23-1331-B17_S2207_R1_001;I23-1331-B17;sample;Pseudomonadaceae;88,14;3297;35748
I23-1331-B18_S2223_R1_001;I23-1331-B18;sample;Pseudomonadaceae;69,96;4561;49229
I23-1331-B19_S2239_R1_001;I23-1331-B19;sample;Erwiniaceae;19,91;6113;65893
I23-1331-B20_S2255_R1_001;I23-1331-B20;sample;0;0;0;177
I23-1331-B21_S2271_R1_001;I23-1331-B21;sample;Alcaligenaceae;67,51;8240;86307
I23-1331-B22_S2287_R1_001;I23-1331-B22;sample;Bacillaceae;78,23;2673;30113
I23-1331-B23_S2303_R1_001;I23-1331-B23;sample;Bacillaceae;23,05;577;6275
I23-1331-B24_S2319_R1_001;I23-1331-B24;sample;Pseudomonadaceae;100;1;136
I23-1331-C01_S1952_R1_001;I23-1331-C01;sample;Comamonadaceae;23,64;14049;182500
I23-1331-C02_S1968_R1_001;I23-1331-C02;sample;Xanthomonadaceae;25,41;1511;13920
I23-1331-C03_S1984_R1_001;I23-1331-C03;sample;Microbacteriaceae;17,59;3348;38712
I23-1331-C04_S2000_R1_001;I23-1331-C04;sample;Enterobacteriaceae;85,14;424;4193
I23-1331-C05_S2016_R1_001;I23-1331-C05;sample;Pseudomonadaceae;84,7;2066;22807
I23-1331-C06_S2032_R1_001;I23-1331-C06;sample;Xanthomonadaceae;73,55;1637;13056
I23-1331-C07_S2048_R1_001;I23-1331-C07;sample;Micrococcaceae;23,42;935;10280
I23-1331-C08_S2064_R1_001;I23-1331-C08;sample;Micromonosporaceae;69,49;118;864
I23-1331-C09_S2080_R1_001;I23-1331-C09;sample;Bacillaceae;83,11;3422;55681
I23-1331-C10_S2096_R1_001;I23-1331-C10;sample;Streptomycetaceae;83,56;7421;98798
I23-1331-C11_S2112_R1_001;I23-1331-C11;sample;Microbacteriaceae;19,3;114;1258
I23-1331-C12_S2128_R1_001;I23-1331-C12;sample;Microbacteriaceae;9,54;5491;64126
I23-1331-C13_S2144_R1_001;I23-1331-C13;sample;Streptomycetaceae;83,45;2212;20648
I23-1331-C14_S2160_R1_001;I23-1331-C14;sample;Streptomycetaceae;53,17;6272;76946
I23-1331-C15_S2176_R1_001;I23-1331-C15;sample;Xanthomonadaceae;65,88;7671;96836
I23-1331-C16_S2192_R1_001;I23-1331-C16;sample;Bacillaceae;100;1;202
I23-1331-C17_S2208_R1_001;I23-1331-C17;sample;0;0;1;169
I23-1331-C18_S2224_R1_001;I23-1331-C18;sample;Microbacteriaceae;23,62;7448;85911
I23-1331-C19_S2240_R1_001;I23-1331-C19;sample;Comamonadaceae;37,13;7865;105823
I23-1331-C20_S2256_R1_001;I23-1331-C20;sample;Micrococcaceae;27,33;1343;17440
I23-1331-C21_S2272_R1_001;I23-1331-C21;sample;Bacillaceae;68,05;3352;41797
I23-1331-C22_S2288_R1_001;I23-1331-C22;sample;Microbacteriaceae;21,88;4273;68331
I23-1331-C23_S2304_R1_001;I23-1331-C23;sample;0;0;0;122
I23-1331-C24_S2320_R1_001;I23-1331-C24;sample;Comamonadaceae;18,92;37;597
I23-1331-D01_S1953_R1_001;I23-1331-D01;sample;Erwiniaceae;66,11;15768;199492
I23-1331-D02_S1969_R1_001;I23-1331-D02;sample;Bacillaceae;81,59;9743;124118
I23-1331-D03_S1985_R1_001;I23-1331-D03;sample;Xanthomonadaceae;66,67;150;2456
I23-1331-D04_S2001_R1_001;I23-1331-D04;sample;Oxalobacteraceae;26,73;2817;32312
I23-1331-D05_S2017_R1_001;I23-1331-D05;sample;Bacillaceae;81,39;8636;97113
I23-1331-D06_S2033_R1_001;I23-1331-D06;sample;Microbacteriaceae;19,77;3829;37159
I23-1331-D07_S2049_R1_001;I23-1331-D07;sample;Xanthomonadaceae;10,26;78;937
I23-1331-D08_S2065_R1_001;I23-1331-D08;sample;Comamonadaceae;55,2;7806;87917
I23-1331-D09_S2081_R1_001;I23-1331-D09;sample;Bacillaceae;86,61;5459;58424
I23-1331-D10_S2097_R1_001;I23-1331-D10;sample;Comamonadaceae;50,03;2928;27540
I23-1331-D11_S2113_R1_001;I23-1331-D11;sample;Microbacteriaceae;16,46;4714;61933
I23-1331-D12_S2129_R1_001;I23-1331-D12;sample;Nocardiaceae;33,12;157;1330
I23-1331-D13_S2145_R1_001;I23-1331-D13;sample;Boseaceae;20,96;229;2643
I23-1331-D14_S2161_R1_001;I23-1331-D14;sample;Xanthomonadaceae;28,42;95;1059
I23-1331-D15_S2177_R1_001;I23-1331-D15;sample;Bacillaceae;73,49;381;4337
I23-1331-D16_S2193_R1_001;I23-1331-D16;sample;Bacillaceae;100;1;222
I23-1331-D17_S2209_R1_001;I23-1331-D17;sample;Bacillaceae;50;2;146
I23-1331-D18_S2225_R1_001;I23-1331-D18;sample;Streptomycetaceae;71,85;3123;33903
I23-1331-D19_S2241_R1_001;I23-1331-D19;sample;Enterobacteriaceae;91,09;6060;74288
I23-1331-D20_S2257_R1_001;I23-1331-D20;sample;Streptomycetaceae;89,49;1761;20755
I23-1331-D21_S2273_R1_001;I23-1331-D21;sample;Microbacteriaceae;8,74;4268;43934
I23-1331-D22_S2289_R1_001;I23-1331-D22;sample;0;0;5;184
I23-1331-D23_S2305_R1_001;I23-1331-D23;sample;Pseudomonadaceae;68,31;5484;63522
I23-1331-D24_S2321_R1_001;I23-1331-D24;sample;Microbacteriaceae;28,42;4427;48900
I23-1331-E01_S1954_R1_001;I23-1331-E01;sample;Microbacteriaceae;53,03;14692;181150
I23-1331-E02_S1970_R1_001;I23-1331-E02;sample;Sphingomonadaceae;9,19;10659;142946
I23-1331-E03_S1986_R1_001;I23-1331-E03;sample;Micrococcaceae;19,41;1942;23775
I23-1331-E04_S2002_R1_001;I23-1331-E04;sample;Pseudomonadaceae;62,1;8114;98135
I23-1331-E05_S2018_R1_001;I23-1331-E05;sample;Micrococcaceae;79,1;3029;31159
I23-1331-E06_S2034_R1_001;I23-1331-E06;sample;Pseudomonadaceae;62,89;8781;113240
I23-1331-E07_S2050_R1_001;I23-1331-E07;sample;Streptomycetaceae;76,32;8780;112245
I23-1331-E08_S2066_R1_001;I23-1331-E08;sample;Streptomycetaceae;66,17;810;7868
I23-1331-E09_S2082_R1_001;I23-1331-E09;sample;Comamonadaceae;12,8;9456;131905
I23-1331-E10_S2098_R1_001;I23-1331-E10;sample;Pseudomonadaceae;24,78;8825;115590
I23-1331-E11_S2114_R1_001;I23-1331-E11;sample;Bacillaceae;49,17;8784;113272
I23-1331-E12_S2130_R1_001;I23-1331-E12;sample;Pseudomonadaceae;62,82;8112;94516
I23-1331-E13_S2146_R1_001;I23-1331-E13;sample;Oxalobacteraceae;37,62;8759;111263
I23-1331-E14_S2162_R1_001;I23-1331-E14;sample;Pseudomonadaceae;49,59;9856;124624
I23-1331-E15_S2178_R1_001;I23-1331-E15;sample;Comamonadaceae;76,38;8944;115873
I23-1331-E16_S2194_R1_001;I23-1331-E16;sample;Pseudomonadaceae;62,83;7388;85925
I23-1331-E17_S2210_R1_001;I23-1331-E17;sample;Pseudomonadaceae;11,11;9;307
I23-1331-E18_S2226_R1_001;I23-1331-E18;sample;Boseaceae;26,67;45;573
I23-1331-E19_S2242_R1_001;I23-1331-E19;sample;Microbacteriaceae;22,17;7239;91442
I23-1331-E20_S2258_R1_001;I23-1331-E20;sample;Microbacteriaceae;83,08;7268;99858
I23-1331-E21_S2274_R1_001;I23-1331-E21;sample;Pseudomonadaceae;58,12;1342;17173
I23-1331-E22_S2290_R1_001;I23-1331-E22;sample;Microbacteriaceae;15,93;5593;83743
I23-1331-E23_S2306_R1_001;I23-1331-E23;sample;Xanthomonadaceae;39,65;981;8598
I23-1331-E24_S2322_R1_001;I23-1331-E24;sample;Microbacteriaceae;84,14;6122;70560
I23-1331-F01_S1955_R1_001;I23-1331-F01;sample;Bacillaceae;81,76;12174;170074
I23-1331-F02_S1971_R1_001;I23-1331-F02;sample;Alcaligenaceae;18,99;337;3311
I23-1331-F03_S1987_R1_001;I23-1331-F03;sample;Bacillaceae;80,67;238;2399
I23-1331-F04_S2003_R1_001;I23-1331-F04;sample;Microbacteriaceae;10,46;153;1477
I23-1331-F05_S2019_R1_001;I23-1331-F05;sample;Microbacteriaceae;17,21;1342;17202
I23-1331-F06_S2035_R1_001;I23-1331-F06;sample;Microbacteriaceae;13,1;2999;27994
I23-1331-F07_S2051_R1_001;I23-1331-F07;sample;Bacillaceae;81,21;9434;122347
I23-1331-F08_S2067_R1_001;I23-1331-F08;sample;Alcaligenaceae;24,52;2712;26752
I23-1331-F09_S2083_R1_001;I23-1331-F09;sample;Enterobacteriaceae;81,85;7245;90196
I23-1331-F10_S2099_R1_001;I23-1331-F10;sample;Microbacteriaceae;17,34;4729;58316
I23-1331-F11_S2115_R1_001;I23-1331-F11;sample;Bacillaceae;80,48;6328;76826
I23-1331-F12_S2131_R1_001;I23-1331-F12;sample;Microbacteriaceae;17,21;5026;43319
I23-1331-F13_S2147_R1_001;I23-1331-F13;sample;Bacillaceae;63,81;7678;102371
I23-1331-F14_S2163_R1_001;I23-1331-F14;sample;Streptomycetaceae;87,59;3094;31757
I23-1331-F15_S2179_R1_001;I23-1331-F15;sample;Enterobacteriaceae;80,91;7748;95939
I23-1331-F16_S2195_R1_001;I23-1331-F16;sample;Micrococcaceae;21,78;505;5742
I23-1331-F17_S2211_R1_001;I23-1331-F17;sample;Bacillaceae;75,42;2929;35275
I23-1331-F18_S2227_R1_001;I23-1331-F18;sample;Streptomycetaceae;81,55;2569;28906
I23-1331-F19_S2243_R1_001;I23-1331-F19;sample;Bacillaceae;89,97;6512;82246
I23-1331-F20_S2259_R1_001;I23-1331-F20;sample;Pseudomonadaceae;75,27;1282;13616
I23-1331-F21_S2275_R1_001;I23-1331-F21;sample;Bacillaceae;91,89;4022;50485
I23-1331-F22_S2291_R1_001;I23-1331-F22;sample;0;0;6;248
I23-1331-F23_S2307_R1_001;I23-1331-F23;sample;Bacillaceae;79,49;5603;65806
I23-1331-F24_S2323_R1_001;I23-1331-F24;sample;Streptomycetaceae;87,24;3079;39265
I23-1331-G01_S1956_R1_001;I23-1331-G01;sample;Enterobacteriaceae;62,93;10487;122900
I23-1331-G02_S1972_R1_001;I23-1331-G02;sample;Rhizobiaceae;23,27;11385;140718
I23-1331-G03_S1988_R1_001;I23-1331-G03;sample;Pseudomonadaceae;62,96;7948;108898
I23-1331-G04_S2004_R1_001;I23-1331-G04;sample;Pseudomonadaceae;43,63;10191;134105
I23-1331-G05_S2020_R1_001;I23-1331-G05;sample;Pseudomonadaceae;64,34;6612;87988
I23-1331-G06_S2036_R1_001;I23-1331-G06;sample;Bradyrhizobiaceae;53,45;8346;92541
I23-1331-G07_S2052_R1_001;I23-1331-G07;sample;Enterobacteriaceae;77,29;7917;96083
I23-1331-G08_S2068_R1_001;I23-1331-G08;sample;Microbacteriaceae;24,48;6540;78707
I23-1331-G09_S2084_R1_001;I23-1331-G09;sample;Pseudomonadaceae;36,21;903;9855
I23-1331-G10_S2100_R1_001;I23-1331-G10;sample;Methylobacteriaceae;77,53;1046;10302
I23-1331-G11_S2116_R1_001;I23-1331-G11;sample;Pseudomonadaceae;43,34;9406;129956
I23-1331-G12_S2132_R1_001;I23-1331-G12;sample;Microbacteriaceae;2,84;8835;88542
I23-1331-G13_S2148_R1_001;I23-1331-G13;sample;Pseudomonadaceae;61,6;6416;73463
I23-1331-G14_S2164_R1_001;I23-1331-G14;sample;Comamonadaceae;31,41;7990;94330
I23-1331-G15_S2180_R1_001;I23-1331-G15;sample;Pseudomonadaceae;61,99;6346;80212
I23-1331-G16_S2196_R1_001;I23-1331-G16;sample;Comamonadaceae;32,94;10210;125769
I23-1331-G17_S2212_R1_001;I23-1331-G17;sample;Xanthomonadaceae;23,05;7332;85717
I23-1331-G18_S2228_R1_001;I23-1331-G18;sample;Comamonadaceae;14,55;55;730
I23-1331-G19_S2244_R1_001;I23-1331-G19;sample;Micrococcaceae;57,51;6369;80834
I23-1331-G20_S2260_R1_001;I23-1331-G20;sample;Streptomycetaceae;88,56;6259;89474
I23-1331-G21_S2276_R1_001;I23-1331-G21;sample;Sphingomonadaceae;13,64;22;288
I23-1331-G22_S2292_R1_001;I23-1331-G22;sample;Bacillaceae;82,83;2872;38328
I23-1331-G23_S2308_R1_001;I23-1331-G23;sample;0;0;3;170
I23-1331-G24_S2324_R1_001;I23-1331-G24;sample;Microbacteriaceae;84,85;5718;73725
I23-1331-H01_S1957_R1_001;I23-1331-H01;sample;Bacillaceae;79,9;13560;196329
I23-1331-H02_S1973_R1_001;I23-1331-H02;sample;Comamonadaceae;45,88;7592;110085
I23-1331-H03_S1989_R1_001;I23-1331-H03;sample;Alcaligenaceae;30,68;1594;21533
I23-1331-H04_S2005_R1_001;I23-1331-H04;sample;Microbacteriaceae;14,34;5802;93597
I23-1331-H05_S2021_R1_001;I23-1331-H05;sample;Microbacteriaceae;25;4;346
I23-1331-H06_S2037_R1_001;I23-1331-H06;sample;Nocardiaceae;43,33;30;421
I23-1331-H07_S2053_R1_001;I23-1331-H07;sample;Erwiniaceae;29,98;8956;119529
I23-1331-H08_S2069_R1_001;I23-1331-H08;sample;Nocardiaceae;65;40;561
I23-1331-H09_S2085_R1_001;I23-1331-H09;sample;Bacillaceae;93,13;11337;171900
I23-1331-H10_S2101_R1_001;I23-1331-H10;sample;Caulobacteraceae;16,67;6;315
I23-1331-H11_S2117_R1_001;I23-1331-H11;sample;Enterobacteriaceae;91,64;6761;83435
I23-1331-H12_S2133_R1_001;I23-1331-H12;sample;Bacillaceae;25;4;283
I23-1331-H13_S2149_R1_001;I23-1331-H13;sample;Bacillaceae;31,42;7286;96066
I23-1331-H14_S2165_R1_001;I23-1331-H14;sample;Pseudomonadaceae;33,33;3;461
I23-1331-H15_S2181_R1_001;I23-1331-H15;sample;Micrococcaceae;27,82;2042;23882
I23-1331-H16_S2197_R1_001;I23-1331-H16;sample;Streptomycetaceae;45,86;3864;55771
I23-1331-H17_S2213_R1_001;I23-1331-H17;sample;Microbacteriaceae;12,47;3007;30203
I23-1331-H18_S2229_R1_001;I23-1331-H18;sample;0;0;3;178
I23-1331-H19_S2245_R1_001;I23-1331-H19;sample;0;0;5;285
